panel_id,voltage,current,panel_temp,dust_index,efficiency
7,35.63772209189664,8.092627587948924,47.629720903124,0.02183187635242312,0.8496412632146175
15,38.0809587899592,9.242862562858315,49.641943395680855,0.9936301419253727,0.7025441185860006
11,38.317701273071926,8.12342918170365,37.1032741896487,0.1833838334937381,0.8660032027620792
8,33.30815753582527,6.541786886181249,46.020769359980136,0.7107073618692773,0.6936433708159078
7,32.551348266374106,9.63012996487441,44.08640769092836,0.15505972141241342,0.8322700169463679
19,35.23442918890894,8.370340267328846,53.38842045449905,0.5400934210977145,0.8479809924578044
11,37.58490837349383,7.410746269204933,49.6382276590165,0.08061128846621757,0.9161696927532844
11,35.417181195960254,6.746598281704982,41.847774046034104,0.7667784245332432,0.7525045074285398
4,30.26901055342701,8.395914220958046,46.86397079264603,0.5849210947248297,0.9277928225775929
8,32.59152666814747,7.882827995025624,45.8384066672462,0.08616669340141503,0.8966815080394973
3,34.77808140921687,9.574146786032408,47.27165716576114,0.8485861892000055,0.6846660334677604
2,34.77300318702251,7.654092719333172,39.905787653126744,0.547018614776702,0.9247220461746803
12,40.917626530369425,7.1626192103175335,46.800082326191124,0.921592310013318,0.6997655360562542
6,30.842036172803006,8.895796218235928,43.85924325355883,0.9166233736781126,0.7823307150994467
2,36.51676772550763,8.925281892716832,46.412248820278,0.9205077894865824,0.6917039998521519
1,39.46733932498487,8.168651367610195,41.37807417438915,0.07778520020046797,0.8656261686798238
12,41.814349236268384,8.676357047674909,42.074684143017,0.12095776175452344,0.8819304179716043
12,33.78680773044812,7.962312879257762,50.86921010183351,0.9877058097161979,0.7837202400528475
17,36.4742883581606,8.233865101009247,39.742262208299195,0.487600821398706,0.9087998626063698
10,36.70928107159594,9.164990882563924,40.11122799478976,0.23821405282914765,0.9010000661075462
16,35.58644519465987,8.625318334021502,44.74209371392211,0.769664488498658,0.8442834392527653
15,34.70346439628208,7.830725561667375,41.14054812407023,0.264285221212482,0.8081508419387428
15,36.30792616850014,9.352362545926152,40.574856838686,0.7272156880186423,0.6980811178649724
19,27.403261744340945,5.635144627208487,45.525379856041475,0.8372857778497611,0.6959405760980504
12,37.04620847018789,10.052073311421935,37.47467071548147,0.7842633772952806,0.6614673845038863
3,35.3785337109859,6.294040905109265,39.960188825431814,0.2740478081979354,0.8640240243556987
5,34.3325753096652,7.372907175227704,55.27047791461822,0.40161857407923707,0.8343884581898353
19,41.14058658715867,7.959082464804931,47.29737529484505,0.41325100323327635,0.8704176300742125
7,32.975197943628345,7.853519329271839,41.267183238650446,0.4912729181044718,0.8833498514006846
9,33.79077203280491,9.006411040026554,47.09107539133099,0.16737285154013604,0.8138722586059859
